name,flower_lang,info,type
할미꽃,공경,세월의 무게를 이기지 못하여 허리가 굽어지고 하얗게 세 버린 머리를 빗어 곧게 틀어 올리려고 해도 흩어져버리는 할머님의 뒷모습을 보면 '백두옹‘이라는 말이 생각난다. 백두옹은 할미꽃의 다른 말이기도 하다.,"미나리아재비과의 여러해살이풀이다. 세계적으로 약 30종이 자생하는데, 우리나라에는 가는잎할미꽃, 분홍할미꽃, 할미꽃, 산할미꽃, 동강할미꽃 등 5종이 있다."
얼레지,여인,"야생화 하면 보통은 ‘수수함’이나 ‘소박함’을 연상하게 되는데, 그런 수식어와는 좀 거리가 먼 화려한 꽃이 있다. 꽃잎을 뒤로 맘껏 젖힌 모양새가 기품이 넘치는 여인처럼 보이는 얼레지가 그것이다. 자생지에서 보면 대 군락을 이루는 경우가 많아 계곡이나 능선 전체가 장관을 이룬다.",백합과의 여러해살이풀로써 고산지역 계곡 주변에 집단으로 자생한다. 흰색의 변이종도 볼 수 있다.
각시붓꽃,"부끄러움, 세련됨",각시 라 하면 이제 막 시집 온 새색시를 연상케 한다. 그래서인지 여러가지 붓꽃들 중에서 각시붓꽃은 바라볼수록 다소곳함과 소박함이 느껴지는 꽃이다. 길고 곧게 뻗은 가는 잎도 한층 분위기를 더한다.,붓꽃과의 여러해살이풀로써 전국의 습기가 유지되는 곳이면 흔히 자생한다. 붓꽃 중 키가 작은 편으로 꽃이 진 후 잎이 더 길게 자란다.
바람꽃,"당신만이 볼 수 있어요, 덧없는 사랑",‘바람의 딸’이라는 이름과 걸맞게 바람과 가까운 높은 곳에 보금자리가 있다. 우리나라 바람꽃 종류는 대부분 봄에 피지만 오늘의 바람꽃만은 유일하게 여름에 꽃을 피운다. 그러니 이 봄이 바람꽃에게는 새로운 잉태를 위한 준비기간일 듯 싶다.,"미나리아재비과의 여러해살이풀로써 중, 북부지역의 고산지대에 습도가 웬만큼 유지되는 곳에서 흔히 자생한다. 우리나라에 자생하는 종으로 꿩의바람꽃, 회리바람꽃, 홀아비바람꽃 등 15종류의 바람꽃이 있다."
현호색,희소식,"현호색의 학명 중 속명인 Corydalis는 희랍어의 종달새에서 유래한다. 꽃의 생김이 뒤로 길게 누운 모양을 하고 있는데, 약간 굽어 있는 거(距)와 함께 새가 합창하는 듯한 모습을 하고 있으며 대개 군락을 이루고 있어 숲속에서 펼쳐지는 대규모 합창단의 향연을 보는 듯 하다.",현호색과의 여러해살이풀로써 산 중턱 이하의 숲 가장자리 나무 밑에 많으며 간혹 논밭근처에서도 볼 수 있다. 우리나라에는 제각기 특색을 지닌 10종의 현호색이 자생하고 있다.
앉은부채,내버려두세요.,이른 봄 산에서 꽃을 찾으려 하면 꽃은 아직 핀 게 없고 낙엽이 깔린 바닥에 앉아있는 듯 특이한 모양새를 한 앉은부채를 만나볼 수 있다. 곰이 겨울잠을 잔 뒤 이 풀을 먹고 묵은 변을 본다 해서 ‘곰풀’이라고도 한다.,천남성과의 여러해살이풀이며 잎보다 꽃이 먼저 핀다. 전국적으로 자생한다고 되어 있지만 실제로는 중부이북 지역에 주로 분포하는 것 같다. 산골짜기의 습기가 좀 유지되는 곳에서 흔히 볼 수 있다.
개나리,희망,"개나리, 봄을 알리는 전령사 하면 가장 먼저 떠오르는 꽃이다. ‘나리나리 개나리 잎에 따다~’ 또는 ‘개나리 노란 꽃그늘 아래~’ 라는 아이들의 노래처럼 4월 수십 개의 가지에 노란색 꽃이 다닥다닥 붙어 피는 모습이 보는 사람에게 따스함을 가득 선사해 준다.","물푸레나무과에 속하는 낙엽성 관목이다. 대표적인 우리 자생식물 중의 하나로써 함경도를 제외한 전 한반도에 걸쳐 두루 자생한다. 개나리와 유사한 것으로는 꽃이 일찍 피는 '만리화', 꽃이 연한 황색인 '산개나리', 열매를 약용으로 쓰는 '의성개나리' 등이 있다."
꽃베고니아,"친절, 정중",꽃베고니아의 학명 중 속명인 Semperflorens는 라틴어의 Semper에서 왔는데 ‘항상’이라는 뜻이다. 즉 1년 내내 꽃을 피워 기쁨을 선사하는 꽃이다.,"지구상에 1,300여 종이나 분포하는 대가족식물이며, 여기서 개량된 품종들은 무수히 많다. 원산지가 주로 열대나 아열대지방으로 고온성 식물이다. 꽃베고니아는 어느 정도 덩굴성으로 자라며 키가 작은 왜성종으로 상록성의 원예종이다. 이 종들은 Begonia cucullata var. hookeri와 B. schmidtiana종에서 유래된 것들로, 줄기가 부드러워 유연성이 있으며 잎은 둥근 형태로 녹색인 것과 청동색인 것이 있다. 꽃이 달리는 화서(꽃차례)도 둥근 형태로 홑꽃과 겹꽃이 있다. 반질반질한 잎 때문에 Wax Begonia 라고 불리기도 한다."
라넌큘러스,"비난, 화사한 매력",노란색의 라넌큘러스 꽃을 보면 반질거리는 꽃잎의 질감이 커다란 미나리아재비 꽃을 보는 듯 하고 양귀비꽃 같기도 하다. 무척 화려한 인상을 주는 꽃이다.,"미나리아재비과에 속하는 식물로써 약 400종이나 분포하는 대가족이다. 꽃이 대부분 3~5cm인 대형화이며 늦은 봄 또는 초여름에 핀다. 주로 일년생과 이년생이며 상록성의 다년생인 것들도 있다. 라넌큐러스는 우리나라에도 많이 자생하는데 바람꽃류, 개구리자리, 미나리아재비류 등 총 23종이나 분포한다. 라넌큘러스는 온대지방에 널리 분포하며 숲 속의 웅덩이나 초원에 이르기까지 다양한 환경에서 자란다."
라일락,젊은 날의 추억,"화사한 봄날, 담장너머로 퍼져 나오는 라일락 향기는 첫사랑의 추억과 같은 향기이리라. 사람들에게 사랑의 맛은 이런 거라며 라일락의 잎을 씹어보라 하면 그 쓰디쓴 맛에 고개를 설레설레 젓는다. 라일락은 Syringa속 식물을 총칭하여 부르는 영명인데, 이젠 수수꽃다리나 개회나무보다는 라일락이라는 이름이 더 친숙할 정도가 되었다. 향기가 좋아 정원에 꼭 한 그루는 있어야 할 우리 식물 중의 하나다.","라일락은 세계적으로 약 20종 밖에 분포하지 않는 극소수 가족으로 자생지도 유럽 동부와 아시아 동부지역에 국한되어 있다. 특히 우리나라에는 개회나무, 꽃개회나무, 수수꽃다리, 털개회나무, 흰털개회나무, 섬개회나무, 흰섬개회나무, 정향나무, 흰정향나무 등 10종이나 자생하고 있어 이 식물의 원예화를 위한 개발차원에서 본다면 우리가 세계적으로 상당히 유리한 위치에 있다고 볼 수 있다."
애기나리,요정들의 소풍,산행 중 완만하게 경사진 언덕에서 잠시 쉬다보면 잎은 둥굴레를 닮았으나 꽃은 나리를 닮은 자잘한 식물체가 군락으로 펼쳐져 있어 지친 산행을 위로해 줄 때가 있다. 꽃은 나리꽃 같지만 키가 작아 애기나리라고 불리는 풀이다.,백합과의 여러해살이풀이다. 전국 활엽수림 주변의 경사가 완만한 지역에 자생한다.
금낭화,당신을 따르겠습니다,아치형으로 활대처럼 곧게 뻗은 꽃대에 아이들 복주머니 모양의 진분홍색 꽃들이 주렁주렁 달려있는 꽃이다. 꽃 모양이 옛날 며느리들이 차고 다니는 주머니를 닮았다 하여 며느리주머니 라고도 부른다. 어찌 보면 말괄량이소녀 ‘삐삐’의 머리를 닮은 것 같기도 하다.,현호색과의 여러해살이풀이다. 지금까지 재배되던 것은 귀화식물로 알려져 왔으나 90년대 후반 전북 완주에서 수십만 개체가 군락으로 발견되어 우리나라에도 원래부터 자생하고 있었음을 강하게 뒷받침 해주고 있다. 유사종으로 흰금낭화가 있다.
매실나무,"깨끗한 마음, 결백",봄에 구례와 하동을 잇는 섬진강변 도로를 지나다 보면 양쪽 산자락에 하얗게 핀 매실나무들을 쉽게 볼 수 있다. 이제 이 매화꽃길은 봄이 오면 많은 사람들이 찾는 주요 관광명소가 되어 있다. 꽃길을 따라가다 보면 매화마을을 만나는데 이 곳의 매화군락은 그야말로 한 폭의 수채화를 연상하게 할 만큼 아름답다. 매화는 사군자로서의 기품과 향기도 지니고 있다.,장미과의 낙엽성 작은 키 나무이다. 중국원산으로 남부지방에서 많이 재배되고 있으며 꽃은 4월경에 잎보다 먼저 피는데 흰색에 가까운 녹색으로 향기가 강하다. 개나리처럼 줄기에 꽃눈이 가을에 만들어져 겨울을 지나면서 잠을 잔 뒤에 봄에 온도가 올라가면서 꽃이 핀다.
천남성,현혹,이름만 들으면 남녘하늘 어디쯤 있는 별 이름 같지만 이 식물을 처음 본 사람은 고개를 바짝 쳐든 뱀을 연상하기도 한다. 실제로 꽃을 싸고 있는 포가 뱀의 머리모양을 닮았다하여 ‘사두초’라고도 불린다. 긴 통모양의 포와 가을에 붉게 익는 타원형 열매가 관상가치가 크다.,천남성과의 여러해살이풀이며 산지의 반그늘지고 습윤한 곳에 자생한다.
목련,자연에의 사랑,"‘오 내 사랑 목련화야, 그대 내 사랑 목련화야...’, ‘하얀 목련이 필 때면 생각나는 사람...’, ‘목련꽃 그늘아래서 베르테르의 편지를...’ 등등 목련꽃을 좋아하는 마음을 표현한 노래와 시들이 많은걸 보면 동서양 모두 좋아하는 것 같다. 나무위에 피는 연꽃이라 부르는걸 보면 순백의 자태가 고결함마저 느껴진다. 학명 중 ‘kobus'는 ’주먹‘을 나타내는 말로 꽃 피는 모양이 주먹을 쥐었다 펴는 모양을 닮은데서 유래한다.","목련과에 속하는 낙엽성 교목이다. 우리나라에서 목련이라 함은 제주가 자생지인 목련과 북한의 국화인 함박꽃나무(산목련)가 있다. 중부 이남지역의 화단, 공원 및 도로변에 흔히 심겨진 것을 볼 수 있는데, 이것은 자생목련이 아니라 중국에서 들여온 백목련이나 자목련이 대부분이다."
물망초,"진실한 사랑, 나를 잊지 마세요.",물망초를 보면 Pale blue 라는 애틋한 색이 떠오른다. 사랑하는 이에게 꽃을 바치려 했다가 죽음을 맞이한 어느 청년의 영혼이 담긴 꽃이기도 하다.,"지치과에 속하는 식물로 지구상에 약 50여 종이 분포하는데 일 이년생은 물론 다년생인 것들도 있다. 대부분 유럽, 호주, 남북 아메리카에 분포한다. 꽃은 청색인 것과 분홍색인 것이 대표적이며 노란색이나 흰색도 있다."
박태기나무,"우정, 의혹","박태기나무를 일컫는 말은 여러 가지가 있다. 밥을 튀겨놓은 ‘밥티기’를 닮았다 하여 박태기나무, 꽃봉오리가 구슬을 닮았다하여 북한에서는 ‘구슬꽃나무’라 부르며, 유다가 목을 매어 죽었다 하여 ‘유다나무’라고도 한다. 꽃자루가 없어 진분홍 꽃이 가지를 감싸 안듯 치장을 하지만 꽃에는 독이 있다.",중국원산이며 지구상에 약 6종이 분포하고 있다. 콩과에 속하는 식물로 낙엽성의 키작은 나무이며 키는 3∼5m 정도로 작게 자란다. 꽃은 4월 하순에 자홍색으로 가지의 마디부분에서 10여 개씩 다닥다닥 모여 핀다. 이른 봄에 피는 많은 목본성 식물들처럼 잎보다 꽃이 먼저 나온다.
배나무,환상,‘배꽃 피는 거 보면 벚꽃구경 갈 필요가 없다’라는 말이 있을 정도로 아름답다. ‘이화에 월백하고...’라는 시조에도 나오듯이 그 운치가 한껏 묻어나옴을 느낄 수 있다. 한입 베어 물면 입안가득 고이는 그 향과 시원함의 배 맛 또한 어찌 잊을 수가 있겠는가~,"배는 크게 동양배(일본배, 중국배), 서양배로 나누는데,이 중 우리가 보통 즐겨먹는 것은 동양배이다. 우리나라에서는 삼한시대와 신라의 문헌에 배에 관한 기록이 있고, 고려시대에 배 재배를 장려했다는 기록을 보면 배에 관한 역사는 길다. 장미과의 낙엽활엽수이며 꽃은 4∼5월에 피는데 백색 바탕에 작은 분홍색 무늬들이 들어 있어 아무리 보아도 지루하지 않고 보면 볼수록 꽃의 생김새에 매력을 느낄 수 있다. 우리나라에서 생산된 배는 맛이 좋아 현재 상당량이 외국으로 수출되고 있다. 품종도 옛날에는 장십랑, 신고 중심의 배에서 요즘은 감천배, 영산배...등 맛이 훨씬 뛰어난 품종들이 많이 개발(농촌진흥청 원예연구소)되고 있다. 특히 황금배는 맛과 품질이 뛰어나 수출용 품종으로 많은 각광을 받고 있다."
명자꽃,"신뢰, 수줍음",봄에 피는 꽃 중 가장 붉은 꽃임에도 불구하고 그 모습이 화려하지 않고 청순해 보여 ‘아가씨나무’라는 이명을 가지고 있다. 꽃샘바람에 붉게 물든 얼굴색 같다. 요즘 봄꽃 구경하면서 걷다 보면 화단에서 한참 꽃망울을 만들고 있으며 빠른 것들은 본격적으로 빨간 꽃잎들을 정신없이 펴대고 있다.,"키가 1-2m 정도로 작은 낙엽성 관목이다. 봄에 주홍빛 꽃들이 줄기 끝이나 마디사이에서 다발로 모여 피며 꽃에서 부드러운 향기가 난다. 가을에는 길이 6cm 내외의 상당히 큰 열매가 녹황색으로 달린다. 세계적으로 단 3종이 분포하며 모두 중국, 우리나라 및 일본에 자생하는 전형적인 동양식물이다. 우리나라엔 이미 귀화된 명자꽃과 원래 자생인 풀명자가 있다."
꽃댕강나무,평안함,부러질 듯 가는 가지에 작은 잎을 달고서 분홍빛 도는 종 모양의 흰 꽃들이 모여 피는 것을 보면 소녀들의 재잘거림이 느껴진다. 봄부터 가을까지 피는 흰색의 화사한 꽃과 함께 붉은 빛이 도는 갈색의 꽃받침도 보는 이의 즐거움을 더해준다.,인동과의 낙엽성 소관목으로 댕강나무 종류를 원예종으로 개발한 것이다.
살구,처녀의 부끄러움,"복숭아, 자두, 살구는 오래전부터 우리의 고향집 마당 한자리에 자리잡고 있던 과실수다. 연주황색 과실의 부드러운 과육은 더없이 달콤하다. 살구에 핀 꽃 하나하나를 ‘1촉의 전구알’로 표현한 안도현님의 시처럼 캄캄한 밤에도 축제를 열 듯 더욱 빛을 발한다.","장미과의 낙엽성 교목이다. Prunus속 식물은 지구상에 약 200종이 분포하는데 주로 중국, 우리나라 등 아시아 지역에 자생한다. 특히 중국에 많은 원종들이 분포되어 있으며 유럽에 자생하는 것들은 중국에서 1세기경에 전파되어 적응 개량된 것으로 보고 있다. 살구는 생과 또는 가공용으로 많은 품종들이 개발되어 있다."
수양버들,"비애, 추도",한자로 ‘수양’이라는 말은 ‘드리운’이라는 뜻으로 수양버들의 가지는 밑으로 늘어진다. 꽃말에 깃들인 뜻을 보면 물가에 서서 바람따라 흔들리는 가지들이 애처로워 보이기도 한다.,"버드나무과의 낙엽성 교목이다. 개암나무처럼 한 나무에 암꽃과 수꽃이 따로 있는 일가화(一家花) 식물이다. 버드나무에도 종류가 참 많다. 이름만 들어도 정겨운 왕버들, 쪽버들, 능수버들, 용버들, 여우버들, 떡버들.... 수양버들은 원래 개수양버들에서 나온 것으로, 개수양버들은 작은 가지나 줄기들이 황록색을 띠고 있는 반면에 수양버들은 적갈색을 띠고 있다. 대부분의 자생지는 냇가나 산의 계곡 주변처럼 물기가 많은 곳이다."
아디안텀,애교,은행잎을 닮은 연녹색 잎들이 애교를 부리는 것처럼 작고 연약해 보인다. 이름은 그리스어의 ‘물에 젖지 않는다’는 뜻의 ‘아디안토스’에서 유래되었다.,"고사리과의 여러해살이풀이다. 지구상에 약 200∼250여 종이 주로 아메리카 대륙의 열대 및 아열대 지역에 분포한다. 우리나라에 자생하는 공작고사리(울릉도)도 이 종류에 속한다. 자생지는 숲 속의 습기가 많은 곳이나 계곡 양옆의 그늘진 곳으로, 반상록인 것도 있지만 상록성인 것들이 대부분이다."
아이리스,"좋은 소식, 변덕스러움","검을 닮은 길게 뻗은 잎과 붓끝에 물감을 듬뿍 머금은 듯한 여러가지 꽃색이 있다. 아이리스는 무지개의 여신을 일컫는다고도 하는데, ‘무지개’는 먼 곳에 대한 동경과 희망을 나타내기도 하지만 금새 사라지고 마는 환상이기도 하다.","아이리스는 붓꽃과에 속하며 약 300여종이 지구 북반구에 주로 분포하고 있다. 크게 구근아이리스와 근경아이리스로 구분되는데, 보통 절화용으로 재배하는 것이 구근아이리스이며, 우리가 산야에서 아직은 흔히 볼 수 있는 자생 붓꽃, 꽃창포 등은 근경아이리스이다. 근경아이리스(=숙근아이리스)는 여러 종류가 있지만 우리 땅에 자생하는 것으로는 ‘붓꽃’, 키가 작은 '각시붓꽃', 흔히 단오절에 여인들 머리 감는 창포류인 '꽃창포', 작으며 꽃이 노란 '노랑붓꽃', 잎이 타래처럼 비틀려 꼬이는 '타래붓꽃' 등이 있으며, 이들은 이름만큼이나 예쁜 꽃과 잎들을 갖고 있다."
월계수,불변,"강의 신 페네이오스의 딸인 다프네, 그리스어로 월계수라는 뜻이다. 아폴론에게서 도망치다 나무가 된 다프네를 불쌍히 여겨 늘 변하지 않는 푸르름을 주었고 로마의 장군들이 개선행진할 때 왕관으로 쓰게 했으며, 최근에는 올림픽 우승자에게 월계관을 씌워주기도 한다. 월계수의 속명인 Laurus는 켈트어의 Laur(녹색)에서 생긴 라틴명으로 상록이기 때문에 주어진 이름이다.",지구상에 단 두 종류(속)가 분포하고 있는 녹나무과의 상록교목이다. 원산지는 지중해 연안과 카나리아 섬으로 숲이나 암석 틈에서 자란다.
으름,재능,"요즘 도시 아이들은 잘 모르겠지만 예전에는 머루, 다래와 함께 산에서 쉽게 따먹을 수 있는 열매였다. 바르셀로나 올림픽 때 한국을 대표하는 수종으로 그곳 공원에 심겨졌던 나무이기도 하다. 다섯 개의 작은 잎이 하나로 모여 나는 모습이 보기가 좋다.","으름덩굴과의 낙엽성 덩굴식물이며 평지에선 잘 자라지 못하고 깊은 산 속에서만 자생하고 있다. 세계적으로 단 5종밖에 없는 식물로서 우리나라에는 으름과 멀꿀이 자생하고 있다. 문헌을 보면 으름은 황해도까지 자생한다고 되어 있지만 중부 이북지방에서는 산에서 보기가 어렵다. 멀꿀은 추위에 약해 남부지방에서만 자란다. 으름은 암수가 한 몸인 일가화(一家花)인데, 4-5월에 꽃이 피어 10월에 열매가 익는다. 과실의 봉합선이 벌어지면 속에 까만 씨가 박힌 속살이 나오는데 담백하고 맛있다."
자작나무,당신을 기다립니다.,겨울에 불쏘시개로 자작나무 껍질을 쓰면 ‘자작자작’ 소리가 나서 ‘자작나무’라고 했다는 얘기가 있다. 껍질이 흰색인 것은 추운 곳에서 겨울을 나기 위해 지방을 함유하고 있기 때문인 듯 하다. 설원에 죽죽 뻗은 자작나무들을 보면 그 흰빛이 숭고하게까지 느껴진다.,"자작나무과의 낙엽성 교목으로 한국, 일본, 중국이 원산지이다. 자작나무류는 세계적으로 약 60종 정도가 있는데, 우리나라에도 거제수나무, 자작나무, 사스레나무 등 9종 10변종이 자생하고 있다. 자작나무는 수피가 수평으로 잘 벗겨지며 꽃은 4-5월에 피고 열매는 9-10월에 익는데, 열매 양편에 열매보다 큰 날개가 붙어 있는 것이 특징이다."
전나무(젓나무),장엄,광릉 숲의 전나무길 앞에 서보면 줄기들이 죽죽 뻗어 올라간 시원스러움에 가슴이 탁 트인다. 그 매력에 이끌려 조금 더 안으로 다가가보면 건장한 청년들의 호위를 받고 있는 양 든든하다. 북유럽에서는 길 잃은 나무꾼에게 길을 인도하여 크리스마스트리의 기원이 되기도 했던 나무이다.,"소나무과에 속하는 전나무는 키가 40m까지 우람차게 자란다. 여기에 속하는 식물은 지구상에 50종이 분포하고 있는데 유럽, 북아프리카, 아시아, 북미지역이 원산지로서 북부지역이나 산악지대에 집중적으로 자생한다. 우리나라에도 Abies속에 속하는 것으로 전나무, 분비나무, 구상나무(한국 특산종), 일본젓나무 등 4종 1변종이 자생하고 있다. 나무의 껍질은 잿빛을 띠는 암갈색으로 거친 편이며, 줄기는 회갈색으로 털이 없는 것이 보통이다."
봄맞이꽃,봄의 속삭임,"4월, 봄이 한 복판에 왔을 때 아지랑이 너울거리는 시골길 밭둑이나 반 그늘진 곳에 어김없이 봄맞이꽃이 무더기로 앙증스럽게 펴 있다. 자세히 들여다보지 않으면 밟힐 정도로 작아 쉽게 눈에 띄지 않는다.","앵초과에 속하는 한해살이풀이다. 세계적으로 일년생, 이년생, 다년생의 100종 이상이 분포하지만 우리나라에는 금강봄맞이, 고산봄맞이 등 5종이 자생한다."
페튜니아,사랑의 방해,나풀거리는 꽃잎이 화려한 듯 하면서도 순박해 보여 오랫동안 바라봐도 지루하지 않다. 도로변에 봄 팬지가 끝나면 이어 초여름부터 심는 화종으로 개화기간이 길어 공원이나 화단조성에 빠지지 않고 이용되는 일년초화류다.,"남미가 고향인 가지과의 한해살이풀이다. 원종은 지구상에 약 40종 정도 있는데, 여러해살이가 많으며 자라는 모양도 직립형이나 포복형 등 다양하다. 페튜니아의 키는 20∼60cm로써 잎 모양이 다양하다. 꽃색도 거의 모든 색깔이 다 있을 정도이며 복색이 들어 있는 품종도 있다. 우리가 잘 알고 있는 우장춘 박사의 큰 업적 중에 하나가 바로 겹꽃 페튜니아의 육종이다. 이는 실용적으로나 학술적으로나 세계적으로 알려져 있다."
포플러,"비탄, 애석","미루나무 꼭대기에 조각구름이 걸려 있네~' 어릴 적 배운 동요 한 소절이다. 지금처럼 도로가 말끔히 포장되기 전, 신작로의 가로수로 많이 이용했던 나무이다. 예전에는 높은 건물들이 그리 많지 않았으니, 높은 하늘의 구름이 나무 끝에 걸려있는 것처럼 보일만도 했을 것이다. 포플러는 20m 이상의 키가 크는 나무들이다. 긴 잎자루를 가진 포플러 잎들이 바람에 흔들리는 모습을 비유해 ‘사시나무 떨듯 한다’ 는 얘기도 있다.","포플러 하면 보통 버드나무과 사시나무속 식구들을 말한다. 포플러류는 주로 북반구의 온대지방에 약 40종이 살고 있다. 우리나라에는 사시나무, 황철나무, 당버들 등이 자생하고 도입종으로는 미루나무, 양버들, 은백양, 이태리포플러 등이 있다. 포플러류 중의 하나인 현사시나무(은사시나무)는 1950년대 수원사시나무와 은백양이 자연교잡되어 만들어진 잡종으로 생장속도가 빠른 속성수이다. 잎의 겉모양은 수원사시나무를 닮았고, 뒷면이 은백양처럼 흰색 털로 덮여 있다."
한련화,"애국심, 변덕",얼마 전까지는 정원을 장식하는 관상용으로만 알려져 왔으나 요즘에는 허브식물로 각광받고 있다. 학명에는 꽃을 거꾸로 보면 군사들이 쓰던 투구와 닮았고 잎 모양은 방패를 닮았다는 뜻이 들어있다. 꽃은 연꽃을 닮았으나 뭍에 산다하여 한련화라 한다.,"한련화는 우리나라에 자생하는 식물은 아니다. 페루가 고향으로 현재는 일년생 초화류로 종종 재배되는 덩굴성 식물이다. 꽃은 6월에 피는데 엽액(잎겨드랑이)에서 꽃대가 길게 나와 그 끝에 한 개가 달리고 꽃받침이나 꽃잎 모두 황색 또는 적색을 띠고 있다. 원산지인 중남미 추운 산악지대에는 약 80∼90여종의 원종이 분포하는데, 일년생뿐만 아니라 영년생이나 구근성인 것들도 있다."
동의나물,"다가올 행복, 금잔",심장모양의 잎을 오므리면 물 깃는 '동이' 처럼 물을 담을수 있다하여 '동이나물'이라는 향명을 가지고 있다. 또 학명의 'Caltha'는 그리스어인 'Cup'에서 나왔다하니 금가루를 뿌려놓은 듯 선명한 노란꽃잎과 함께 가히 금잔이라 할만하다.,미나리아재비과의 여러해살이풀이며 깊은 산골짜기의 습한 곳에 자생한다. 세계적으로 약 10종이 분포하는데 온대지역의 약간 추운 곳에 널리 자생한다. 4 ~ 6월 사이에 진노랑색의 꽃을 피우는데 실은 꽃이라 생각하는 부분은 꽃받침이다. 어린잎이 곰취와 비슷하니 주의한다.
회양목,"금욕, 금기","주위에 눈에 뜨일만한 꽃도 없는데 어디서 나는 향기일까? 은은한 향에 이끌려 따라가 보면 새끼손톱만한 작은 잎을 달고 있는 회양목에 이른다. 너무도 흔해서 주의깊게 보지 않았던 키 작은 나무, 꽃조차 잎색과 비슷하여 눈에 잘 띠지 않던 나무이다. 도심의 봄을 향기로 이끌기에 충분한 나무이다.","우리나라에도 자생하는 식물로 석회암 지대에 주로 분포한다. 상록성의 관목으로 자라는 속도가 느리지만 자생지에서는 키가 7m정도까지도 자란다. 잎이 가죽처럼 반질반질거리고 모양이 좋다. 꽃은 4-5월에 피고 열매는 6-7월에 갈색으로 익는다. 비슷한 것으로 잎이 긴 긴잎회양목, 잎줄기에 털이 없는 섬회양목, 그리고 재배종으로 일본 원산인 좀회양목이 있다."
민들레,"사랑의 신탁, 불사신",아주 흔하여 보잘 것 없다고 여겨지기도 하지만 먹거리나 약재로서 서민들 가까이에서 많은 이로움을 주고 있는 풀이다. 이에 여러 시인들이 민들레를 통하여 작은 것에 대한 소중함과 강인함을 노래하기도 했다. '일편단심 민들레'라는 말은 민들레의 뿌리가 곧고 깊이 내리기 때문에 나온 말인 듯 하다.,"산야나 들판, 햇볕이 잘 드는 곳이면 어디서든 흔히 볼 수 있는 우리 꽃으로, '안질뱅이', '포공영' 따위로 불리기도 한다. 유사한 것으로 흰민들레, 좀민들레, 산민들레 그리고 총포가 뒤로 제껴지는 '서양민들레'가 있다. 키는 10∼20cm이며, 4∼5월에 노랑색으로 피며, 뿌리는 직근성으로 흰색을 띤다. 꽃이 지고 나면 꽃대 끝에 종자가 흰 공처럼 무수히 많이 달리는데, 갈색종자에 흰 긴 관모(털)가 붙어 있어 종자가 충분히 익고 나면 바람에 쉽게 날라 간다."
돌단풍,미덕,혹독한 겨울을 이겨낸 뒤 바위틈에서 피어나는 순백의 꽃은 생명의 신비를 느끼게 한다. 학명은 Acer+phyllon(단풍+잎)의 합성어이며 이름 그대로 돌틈에 사는 단풍모양의 잎을 가진 풀이다.,한국과 만주지역에 나는 1종 1속의 자생식물이기 때문에 원예종으로 개발하여 다른 나라에 내놓아도 손색이 없다. 범의귀과의 여러해살이풀이며 중부이북의 냇가나 계곡의 바위틈에서 자생한다.
금어초,욕망,"같은 꽃을 보는데도 동서양의 차이가 있다. 동양에서는 입을 뻐끔거리며 헤엄치는 금붕어를 닮았다 하여 금어초(金魚草)라 하고, 서양에서는 용의 입을 닮았다하여 snap dragon 이라 한다.","현삼과의 여러해살이풀로 북반구의 온대 원산이며 원생지에는 약 40종 정도의 원종이 자생하고 있다. 이 금어초는 재배역사가 길다. 로마시대 때부터 길러져 온 초화류로 키가 작은 것은 20cm, 큰 것은 1m다."
노랑무늬붓꽃,절제된 아름다움,대개 붓꽃의 잎은 검이라 하고 꽃은 붓과 닮았다 하나 노랑무늬붓꽃의 흰꽃은 선이 분명한 풍류가객의 옷자락처럼 보인다. 명산을 찾아 풍류를 즐겼을 옛 선비들이 이 꽃을 보았다면 시 한자락을 절로 읊었을 듯 하다. 학명 중 종명인 'odaesanensis'는 오대산에서 처음 발견되어 붙여진 이름이다.,붓꽃과의 여러해살이풀이며 환경부에서 지정하는 보호 야생식물이다. 꽃은 보통 한 꽃대에 두 송이씩 피며 바깥쪽 흰색꽃잎의 안쪽에 노랑색 무늬가 들어있다. 주로 높은 산에 자생하는 한국특산식물이며 남획이 우려되고 있지만 번식이 잘 되는 편으로 농가에서 재배되는 것을 사다 기르면 된다.
금잔화,이별의 슬픔,금잔화는 태양과 함께 피고 지는 꽃이라고 알려져 있다. 그래서 옛 사람들은 아침 일찍 금잔화 꽃이 지면 그날은 비가 올 것이라고 점치기도 했다. 매일 반복되는 만남과 헤어짐에도 슬픔을 느끼는 금잔화의 모습이 애잔해 보인다.,"유럽 남부지역과 북아메리카가 고향인 국화과 식물로 세계적으로 원종이 약 20-30종이 분포한다. 키는 60cm 이내로 절화, 화단 및 분화용 품종들이 있다. 꽃색은 노랑, 오렌지 및 살구색이 있고 대부분 겹꽃이다. 꽃잎들이 데이지처럼 치밀하게 붙어있어 오래 간다."
